No;ID Supplier;Nama Supplier;ID Brand;Nama Brand;ID Store;Nama Store;Hari Order;Min. Purchase;Trading Term;Promo Factor;Delay Factor
3866;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1590;BORNDIVA;44;Miss Glam Balikpapan;4;500000;0;;
3867;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;7;Miss Glam Padang;3;500000;0;;
3868;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;8;Miss Glam Pekanbaru;3;500000;0;;
3869;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;9;Miss Glam Jambi;3;500000;0;;
3870;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;13;Miss Glam Bukittinggi;3;500000;0;;
3871;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;14;Miss Glam Panam;3;500000;0;;
3872;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;15;Miss Glam Muaro Bungo;3;500000;0;;
3873;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;17;Miss Glam Lampung;3;500000;0;;
3874;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;18;Miss Glam Bengkulu;3;500000;0;;
3875;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;19;Miss Glam Medan;3;500000;0;;
3876;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;20;Miss Glam Palembang;3;500000;0;;
3877;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;21;Miss Glam Damar;3;500000;0;;
3878;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;22;Miss Glam Bangka;3;500000;0;;
3879;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;23;Miss Glam Payakumbuh;3;500000;0;;
3880;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;24;Miss Glam Solok;3;500000;0;;
3881;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;25;Miss Glam Tembilahan;3;500000;0;;
3882;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;26;Miss Glam Lubuk Linggau;3;500000;0;;
3883;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;27;Miss Glam Dumai;3;500000;0;;
3884;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;28;Miss Glam Kedaton;3;500000;0;;
3885;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;29;Miss Glam Rantau Prapat;3;500000;0;;
3886;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;30;Miss Glam Tanjung Pinang;3;500000;0;;
3887;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;31;Miss Glam Sutomo;3;500000;0;;
3888;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;32;Miss Glam Pasaman Barat;3;500000;0;;
3889;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;33;Miss Glam Halat;3;500000;0;;
3890;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;34;Miss Glam Duri;3;500000;0;;
3891;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;35;Miss Glam Sudirman;3;500000;0;;
3892;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;36;Miss Glam Dr. Mansyur;3;500000;0;;
3893;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;38;Miss Glam P. Sidimpuan;3;500000;0;;
3894;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;39;Miss Glam Aceh;3;500000;0;;
3895;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;40;Miss Glam Marpoyan;3;500000;0;;
3896;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;41;Miss Glam Sei Penuh;3;500000;0;;
3897;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;42;Miss Glam Mayang;3;500000;0;;
3898;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;43;Miss Glam Soeta;3;500000;0;;
3899;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);308;BREYLEE;44;Miss Glam Balikpapan;3;500000;0;;
3900;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;7;Miss Glam Padang;1;500000;0;;
3901;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;8;Miss Glam Pekanbaru;1;500000;0;;
3902;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;9;Miss Glam Jambi;1;500000;0;;
3903;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;13;Miss Glam Bukittinggi;1;500000;0;;
3904;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;14;Miss Glam Panam;1;500000;0;;
3905;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;15;Miss Glam Muaro Bungo;1;500000;0;;
3906;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;17;Miss Glam Lampung;1;500000;0;;
3907;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;18;Miss Glam Bengkulu;1;500000;0;;
3908;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;19;Miss Glam Medan;1;500000;0;;
3909;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;20;Miss Glam Palembang;1;500000;0;;
3910;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;21;Miss Glam Damar;1;500000;0;;
3911;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;22;Miss Glam Bangka;1;500000;0;;
3912;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;23;Miss Glam Payakumbuh;1;500000;0;;
3913;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;24;Miss Glam Solok;1;500000;0;;
3914;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;25;Miss Glam Tembilahan;1;500000;0;;
3915;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;26;Miss Glam Lubuk Linggau;1;500000;0;;
3916;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;27;Miss Glam Dumai;1;500000;0;;
3917;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;28;Miss Glam Kedaton;1;500000;0;;
3918;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;29;Miss Glam Rantau Prapat;1;500000;0;;
3919;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;30;Miss Glam Tanjung Pinang;1;500000;0;;
3920;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;31;Miss Glam Sutomo;1;500000;0;;
3921;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;32;Miss Glam Pasaman Barat;1;500000;0;;
3922;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;33;Miss Glam Halat;1;500000;0;;
3923;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;34;Miss Glam Duri;1;500000;0;;
3924;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;35;Miss Glam Sudirman;1;500000;0;;
3925;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;36;Miss Glam Dr. Mansyur;1;500000;0;;
3926;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;38;Miss Glam P. Sidimpuan;1;500000;0;;
3927;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;39;Miss Glam Aceh;1;500000;0;;
3928;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;40;Miss Glam Marpoyan;1;500000;0;;
3929;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;41;Miss Glam Sei Penuh;1;500000;0;;
3930;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;42;Miss Glam Mayang;1;500000;0;;
3931;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;43;Miss Glam Soeta;1;500000;0;;
3932;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);501;BRIGHTY;44;Miss Glam Balikpapan;1;500000;0;;
3933;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;7;Miss Glam Padang;4;500000;0;;
3934;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;8;Miss Glam Pekanbaru;4;500000;0;;
3935;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;9;Miss Glam Jambi;4;500000;0;;
3936;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;13;Miss Glam Bukittinggi;4;500000;0;;
3937;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;14;Miss Glam Panam;4;500000;0;;
3938;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;15;Miss Glam Muaro Bungo;4;500000;0;;
3939;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;17;Miss Glam Lampung;4;500000;0;;
3940;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;18;Miss Glam Bengkulu;4;500000;0;;
3941;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;19;Miss Glam Medan;4;500000;0;;
3942;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;20;Miss Glam Palembang;4;500000;0;;
3943;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;21;Miss Glam Damar;4;500000;0;;
3944;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;22;Miss Glam Bangka;4;500000;0;;
3945;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;23;Miss Glam Payakumbuh;4;500000;0;;
3946;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;24;Miss Glam Solok;4;500000;0;;
3947;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;25;Miss Glam Tembilahan;4;500000;0;;
3948;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;26;Miss Glam Lubuk Linggau;4;500000;0;;
3949;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;27;Miss Glam Dumai;4;500000;0;;
3950;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;28;Miss Glam Kedaton;4;500000;0;;
3951;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;29;Miss Glam Rantau Prapat;4;500000;0;;
3952;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;30;Miss Glam Tanjung Pinang;4;500000;0;;
3953;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;31;Miss Glam Sutomo;4;500000;0;;
3954;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;32;Miss Glam Pasaman Barat;4;500000;0;;
3955;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;33;Miss Glam Halat;4;500000;0;;
3956;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;34;Miss Glam Duri;4;500000;0;;
3957;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;35;Miss Glam Sudirman;4;500000;0;;
3958;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;36;Miss Glam Dr. Mansyur;4;500000;0;;
3959;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;38;Miss Glam P. Sidimpuan;4;500000;0;;
3960;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;39;Miss Glam Aceh;4;500000;0;;
3961;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;40;Miss Glam Marpoyan;4;500000;0;;
3962;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;41;Miss Glam Sei Penuh;4;500000;0;;
3963;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;42;Miss Glam Mayang;4;500000;0;;
3964;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;43;Miss Glam Soeta;4;500000;0;;
3965;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1504;BROMEN;44;Miss Glam Balikpapan;4;500000;0;;
3966;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;7;Miss Glam Padang;1;500000;0;;
3967;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;8;Miss Glam Pekanbaru;1;500000;0;;
3968;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;9;Miss Glam Jambi;1;500000;0;;
3969;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;13;Miss Glam Bukittinggi;1;500000;0;;
3970;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;14;Miss Glam Panam;1;500000;0;;
3971;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;15;Miss Glam Muaro Bungo;1;500000;0;;
3972;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;17;Miss Glam Lampung;1;500000;0;;
3973;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;18;Miss Glam Bengkulu;1;500000;0;;
3974;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;19;Miss Glam Medan;1;500000;0;;
3975;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;20;Miss Glam Palembang;1;500000;0;;
3976;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;21;Miss Glam Damar;1;500000;0;;
3977;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;22;Miss Glam Bangka;1;500000;0;;
3978;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;23;Miss Glam Payakumbuh;1;500000;0;;
3979;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;24;Miss Glam Solok;1;500000;0;;
3980;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;25;Miss Glam Tembilahan;1;500000;0;;
3981;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;26;Miss Glam Lubuk Linggau;1;500000;0;;
3982;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;27;Miss Glam Dumai;1;500000;0;;
3983;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;28;Miss Glam Kedaton;1;500000;0;;
3984;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;29;Miss Glam Rantau Prapat;1;500000;0;;
3985;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;30;Miss Glam Tanjung Pinang;1;500000;0;;
3986;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;31;Miss Glam Sutomo;1;500000;0;;
3987;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;32;Miss Glam Pasaman Barat;1;500000;0;;
3988;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;33;Miss Glam Halat;1;500000;0;;
3989;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;34;Miss Glam Duri;1;500000;0;;
3990;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;35;Miss Glam Sudirman;1;500000;0;;
3991;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;36;Miss Glam Dr. Mansyur;1;500000;0;;
3992;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;38;Miss Glam P. Sidimpuan;1;500000;0;;
3993;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;39;Miss Glam Aceh;1;500000;0;;
3994;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;40;Miss Glam Marpoyan;1;500000;0;;
3995;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;41;Miss Glam Sei Penuh;1;500000;0;;
3996;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;42;Miss Glam Mayang;1;500000;0;;
3997;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;43;Miss Glam Soeta;1;500000;0;;
3998;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);1609;BUTTERED;44;Miss Glam Balikpapan;1;500000;0;;
3999;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);7;Miss Glam Padang;3;500000;0;;
4000;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);8;Miss Glam Pekanbaru;3;500000;0;;
4001;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);9;Miss Glam Jambi;3;500000;0;;
4002;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);13;Miss Glam Bukittinggi;3;500000;0;;
4003;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);14;Miss Glam Panam;3;500000;0;;
4004;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);15;Miss Glam Muaro Bungo;3;500000;0;;
4005;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);17;Miss Glam Lampung;3;500000;0;;
4006;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);18;Miss Glam Bengkulu;3;500000;0;;
4007;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);19;Miss Glam Medan;3;500000;0;;
4008;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);20;Miss Glam Palembang;3;500000;0;;
4009;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);21;Miss Glam Damar;3;500000;0;;
4010;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);22;Miss Glam Bangka;3;500000;0;;
4011;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);23;Miss Glam Payakumbuh;3;500000;0;;
4012;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);24;Miss Glam Solok;3;500000;0;;
4013;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);25;Miss Glam Tembilahan;3;500000;0;;
4014;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);26;Miss Glam Lubuk Linggau;3;500000;0;;
4015;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);27;Miss Glam Dumai;3;500000;0;;
4016;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);28;Miss Glam Kedaton;3;500000;0;;
4017;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);29;Miss Glam Rantau Prapat;3;500000;0;;
4018;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);30;Miss Glam Tanjung Pinang;3;500000;0;;
4019;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);31;Miss Glam Sutomo;3;500000;0;;
4020;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);32;Miss Glam Pasaman Barat;3;500000;0;;
4021;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);33;Miss Glam Halat;3;500000;0;;
4022;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);34;Miss Glam Duri;3;500000;0;;
4023;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);35;Miss Glam Sudirman;3;500000;0;;
4024;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);36;Miss Glam Dr. Mansyur;3;500000;0;;
4025;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);38;Miss Glam P. Sidimpuan;3;500000;0;;
4026;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);39;Miss Glam Aceh;3;500000;0;;
4027;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);40;Miss Glam Marpoyan;3;500000;0;;
4028;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);41;Miss Glam Sei Penuh;3;500000;0;;
4029;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);42;Miss Glam Mayang;3;500000;0;;
4030;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);43;Miss Glam Soeta;3;500000;0;;
4031;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);884;BUTUH (ENERGY FRESH);44;Miss Glam Balikpapan;3;500000;0;;
4032;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;7;Miss Glam Padang;2;500000;0;;
4033;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;8;Miss Glam Pekanbaru;2;500000;0;;
4034;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;9;Miss Glam Jambi;2;500000;0;;
4035;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;13;Miss Glam Bukittinggi;2;500000;0;;
4036;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;14;Miss Glam Panam;2;500000;0;;
4037;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;15;Miss Glam Muaro Bungo;2;500000;0;;
4038;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;17;Miss Glam Lampung;2;500000;0;;
4039;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;18;Miss Glam Bengkulu;2;500000;0;;
4040;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;19;Miss Glam Medan;2;500000;0;;
4041;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;20;Miss Glam Palembang;2;500000;0;;
4042;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;21;Miss Glam Damar;2;500000;0;;
4043;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;22;Miss Glam Bangka;2;500000;0;;
4044;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;23;Miss Glam Payakumbuh;2;500000;0;;
4045;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;24;Miss Glam Solok;2;500000;0;;
4046;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;25;Miss Glam Tembilahan;2;500000;0;;
4047;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;26;Miss Glam Lubuk Linggau;2;500000;0;;
4048;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;27;Miss Glam Dumai;2;500000;0;;
4049;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;28;Miss Glam Kedaton;2;500000;0;;
4050;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;29;Miss Glam Rantau Prapat;2;500000;0;;
4051;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;30;Miss Glam Tanjung Pinang;2;500000;0;;
4052;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2316;BYNADS;31;Miss Glam Sutomo;2;500000;0;;
