No;supplier_id;brand_id;store_id;order_day;min_purchase;trading_term;promo_factor;delay_factor
440;107;1772;24;2;500000;0;;
441;107;1772;25;2;500000;0;;
442;107;1772;26;2;500000;0;;
443;107;1772;27;2;500000;0;;
444;107;1772;28;2;500000;0;;
445;107;1772;29;2;500000;0;;
446;107;1772;30;2;500000;0;;
447;107;1772;31;2;500000;0;;
448;107;1772;32;2;500000;0;;
449;107;1772;33;2;500000;0;;
450;107;1772;34;2;500000;0;;
451;107;1772;35;2;500000;0;;
452;107;1772;36;2;500000;0;;
453;107;1772;38;2;500000;0;;
454;107;1772;39;2;500000;0;;
455;107;1772;40;2;500000;0;;
456;107;1772;41;2;500000;0;;
457;107;1772;42;2;500000;0;;
458;107;59;7;2;500000;0;;
459;107;59;8;2;500000;0;;
460;107;59;9;2;500000;0;;
461;107;59;13;2;500000;0;;
462;107;59;14;2;500000;0;;
463;107;59;17;2;500000;0;;
464;107;59;19;2;500000;0;;
465;107;59;20;2;500000;0;;
466;107;59;21;2;500000;0;;
467;107;59;23;2;500000;0;;
468;107;59;24;2;500000;0;;
469;107;59;25;2;500000;0;;
470;107;59;35;2;500000;0;;
471;107;59;36;2;500000;0;;
472;107;59;39;2;500000;0;;
473;107;59;40;2;500000;0;;
474;107;59;41;2;500000;0;;
475;107;59;43;2;500000;0;;
476;107;61;7;2;500000;0;;
477;107;61;9;2;500000;0;;
478;107;61;13;2;500000;0;;
479;107;61;15;2;500000;0;;
480;107;61;18;2;500000;0;;
481;107;61;20;2;500000;0;;
482;107;61;21;2;500000;0;;
483;107;61;22;2;500000;0;;
484;107;61;23;2;500000;0;;
485;107;61;24;2;500000;0;;
486;107;61;26;2;500000;0;;
487;107;61;31;2;500000;0;;
488;107;61;32;2;500000;0;;
489;107;61;38;2;500000;0;;
490;107;61;41;2;500000;0;;
491;107;61;42;2;500000;0;;
492;107;2353;7;3;500000;0;;
493;107;2353;21;3;500000;0;;
494;107;1286;7;2;500000;0;;
495;107;1286;13;2;500000;0;;
496;107;1286;21;2;500000;0;;
497;107;1286;23;2;500000;0;;
498;107;1286;24;2;500000;0;;
499;107;1286;31;2;500000;0;;
500;107;1286;32;2;500000;0;;
501;107;1286;38;2;500000;0;;
502;107;1296;7;3;500000;0;;
503;107;1296;8;3;500000;0;;
504;107;1296;9;3;500000;0;;
505;107;1296;13;3;500000;0;;
506;107;1296;14;3;500000;0;;
507;107;1296;15;3;500000;0;;
508;107;1296;17;3;500000;0;;
509;107;1296;18;3;500000;0;;
510;107;1296;19;3;500000;0;;
511;107;1296;20;3;500000;0;;
512;107;1296;21;3;500000;0;;
513;107;1296;22;3;500000;0;;
514;107;1296;23;3;500000;0;;
515;107;1296;24;3;500000;0;;
516;107;1296;25;3;500000;0;;
517;107;1296;26;3;500000;0;;
518;107;1296;27;3;500000;0;;
519;107;1296;28;3;500000;0;;
520;107;1296;29;3;500000;0;;
521;107;1296;30;3;500000;0;;
522;107;1296;31;3;500000;0;;
523;107;1296;32;3;500000;0;;
524;107;1296;33;3;500000;0;;
525;107;1296;34;3;500000;0;;
526;107;1296;35;3;500000;0;;
527;107;1296;36;3;500000;0;;
528;107;1296;38;3;500000;0;;
529;107;1296;39;3;500000;0;;
530;107;1296;40;3;500000;0;;
531;107;1296;41;3;500000;0;;
532;107;1296;42;3;500000;0;;
533;107;1296;43;3;500000;0;;
534;107;1272;7;3;500000;0;;
535;107;1272;13;3;500000;0;;
536;107;1272;21;3;500000;0;;
537;107;1272;23;3;500000;0;;
538;107;1272;24;3;500000;0;;
539;107;1272;31;3;500000;0;;
540;107;1272;32;3;500000;0;;
541;107;1272;38;3;500000;0;;
542;107;1198;21;1;500000;0;;
543;107;1545;7;3;500000;0;;
544;107;1545;8;3;500000;0;;
545;107;1545;9;3;500000;0;;
546;107;1545;13;3;500000;0;;
547;107;1545;14;3;500000;0;;
548;107;1545;15;3;500000;0;;
549;107;1545;17;3;500000;0;;
550;107;1545;18;3;500000;0;;
551;107;1545;19;3;500000;0;;
552;107;1545;20;3;500000;0;;
553;107;1545;21;3;500000;0;;
554;107;1545;22;3;500000;0;;
555;107;1545;23;3;500000;0;;
556;107;1545;24;3;500000;0;;
557;107;1545;25;3;500000;0;;
558;107;1545;26;3;500000;0;;
559;107;1545;27;3;500000;0;;
560;107;1545;28;3;500000;0;;
561;107;1545;29;3;500000;0;;
562;107;1545;30;3;500000;0;;
563;107;1545;31;3;500000;0;;
564;107;1545;32;3;500000;0;;
565;107;1545;33;3;500000;0;;
566;107;1545;34;3;500000;0;;
567;107;1545;35;3;500000;0;;
568;107;1545;36;3;500000;0;;
569;107;1545;38;3;500000;0;;
570;107;1545;39;3;500000;0;;
571;107;1545;40;3;500000;0;;
572;107;1545;41;3;500000;0;;
573;107;1545;42;3;500000;0;;
574;107;1545;43;3;500000;0;;
575;107;775;43;2;500000;0;;
576;107;1524;21;1;500000;0;;
577;107;107;7;2;500000;0;;
578;107;107;9;2;500000;0;;
579;107;107;13;2;500000;0;;
580;107;107;14;2;500000;0;;
581;107;107;15;2;500000;0;;
582;107;107;17;2;500000;0;;
583;107;107;18;2;500000;0;;
584;107;107;20;2;500000;0;;
585;107;107;21;2;500000;0;;
586;107;107;22;2;500000;0;;
587;107;107;23;2;500000;0;;
588;107;107;24;2;500000;0;;
589;107;107;26;2;500000;0;;
590;107;107;27;2;500000;0;;
591;107;107;28;2;500000;0;;
592;107;107;29;2;500000;0;;
593;107;107;31;2;500000;0;;
594;107;107;32;2;500000;0;;
595;107;107;38;2;500000;0;;
596;107;107;40;2;500000;0;;
597;107;107;41;2;500000;0;;
598;107;107;42;2;500000;0;;
599;107;1135;21;1;500000;0;;
600;107;506;7;2;500000;0;;
601;107;506;21;2;500000;0;;
602;107;2361;7;2;500000;0;;
603;107;2361;8;2;500000;0;;
604;107;2361;9;2;500000;0;;
605;107;2361;13;2;500000;0;;
606;107;2361;14;2;500000;0;;
607;107;2361;15;2;500000;0;;
608;107;2361;19;2;500000;0;;
609;107;2361;20;2;500000;0;;
610;107;2361;21;2;500000;0;;
611;107;2361;23;2;500000;0;;
612;107;2361;24;2;500000;0;;
613;107;2361;27;2;500000;0;;
614;107;2361;31;2;500000;0;;
615;107;2361;33;2;500000;0;;
616;107;2361;35;2;500000;0;;
617;107;2361;36;2;500000;0;;
618;107;2361;40;2;500000;0;;
619;107;2361;41;2;500000;0;;
620;107;2361;42;2;500000;0;;
621;107;1634;7;3;500000;0;;
622;107;1634;8;3;500000;0;;
623;107;1634;9;3;500000;0;;
624;107;1634;13;3;500000;0;;
625;107;1634;14;3;500000;0;;
626;107;1634;15;3;500000;0;;
627;107;1634;17;3;500000;0;;
628;107;1634;18;3;500000;0;;
629;107;1634;20;3;500000;0;;
630;107;1634;21;3;500000;0;;
631;107;1634;22;3;500000;0;;
632;107;1634;23;3;500000;0;;
633;107;1634;24;3;500000;0;;
634;107;1634;25;3;500000;0;;
635;107;1634;26;3;500000;0;;
636;107;1634;27;3;500000;0;;
637;107;1634;28;3;500000;0;;
638;107;1634;30;3;500000;0;;
639;107;1634;31;3;500000;0;;
640;107;1634;32;3;500000;0;;
641;107;1634;34;3;500000;0;;
642;107;1634;35;3;500000;0;;
643;107;1634;36;3;500000;0;;
644;107;1634;39;3;500000;0;;
645;107;1634;40;3;500000;0;;
646;107;1634;41;3;500000;0;;
647;107;1634;42;3;500000;0;;
648;107;25;7;2;500000;0;;
649;107;25;9;2;500000;0;;
650;107;25;13;2;500000;0;;
651;107;25;15;2;500000;0;;
652;107;25;18;2;500000;0;;
653;107;25;20;2;500000;0;;
654;107;25;21;2;500000;0;;
655;107;25;22;2;500000;0;;
656;107;25;23;2;500000;0;;
657;107;25;24;2;500000;0;;
658;107;25;26;2;500000;0;;
659;107;25;31;2;500000;0;;
660;107;25;32;2;500000;0;;
661;107;25;41;2;500000;0;;
662;107;25;42;2;500000;0;;
663;107;1398;7;2;500000;0;;
664;107;1398;13;2;500000;0;;
665;107;1398;21;2;500000;0;;
666;107;1398;23;2;500000;0;;
667;107;1398;24;2;500000;0;;
668;107;1398;31;2;500000;0;;
669;107;1398;43;2;500000;0;;
670;107;1680;7;4;500000;0;;
671;107;1680;9;4;500000;0;;
672;107;1680;13;4;500000;0;;
673;107;1680;15;4;500000;0;;
674;107;1680;18;4;500000;0;;
675;107;1680;20;4;500000;0;;
676;107;1680;21;4;500000;0;;
677;107;1680;22;4;500000;0;;
678;107;1680;23;4;500000;0;;
679;107;1680;24;4;500000;0;;
680;107;1680;26;4;500000;0;;
681;107;1680;31;4;500000;0;;
682;107;1680;32;4;500000;0;;
683;107;1680;38;4;500000;0;;
684;107;1680;41;4;500000;0;;
685;107;1680;42;4;500000;0;;
686;107;1680;43;4;500000;0;;
687;107;387;7;2;500000;0;;
688;107;387;13;2;500000;0;;
689;107;387;21;2;500000;0;;
690;107;387;23;2;500000;0;;
691;107;387;24;2;500000;0;;
692;107;387;26;2;500000;0;;
693;107;387;31;2;500000;0;;
694;107;387;32;2;500000;0;;
695;107;2354;37;4;500000;0;;
696;107;287;7;3;500000;0;;
697;107;287;9;3;500000;0;;
698;107;287;13;3;500000;0;;
699;107;287;15;3;500000;0;;
700;107;287;18;3;500000;0;;
701;107;287;21;3;500000;0;;
702;107;287;22;3;500000;0;;
703;107;287;23;3;500000;0;;
704;107;287;24;3;500000;0;;
705;107;287;30;3;500000;0;;
706;107;287;31;3;500000;0;;
707;107;287;32;3;500000;0;;
708;107;287;38;3;500000;0;;
709;107;287;41;3;500000;0;;
710;107;287;42;3;500000;0;;
711;107;287;43;3;500000;0;;
712;107;1121;7;2;500000;0;;
713;107;1121;8;2;500000;0;;
714;107;1121;9;2;500000;0;;
715;107;1121;13;2;500000;0;;
716;107;1121;14;2;500000;0;;
717;107;1121;15;2;500000;0;;
718;107;1121;17;2;500000;0;;
719;107;1121;18;2;500000;0;;
720;107;1121;19;2;500000;0;;
721;107;1121;20;2;500000;0;;
722;107;1121;21;2;500000;0;;
723;107;1121;22;2;500000;0;;
724;107;1121;23;2;500000;0;;
725;107;1121;24;2;500000;0;;
726;107;1121;25;2;500000;0;;
727;107;1121;26;2;500000;0;;
728;107;1121;27;2;500000;0;;
729;107;1121;28;2;500000;0;;
730;107;1121;29;2;500000;0;;
731;107;1121;30;2;500000;0;;
732;107;1121;31;2;500000;0;;
733;107;1121;32;2;500000;0;;
734;107;1121;33;2;500000;0;;
735;107;1121;34;2;500000;0;;
736;107;1121;35;2;500000;0;;
737;107;1121;36;2;500000;0;;
738;107;1121;38;2;500000;0;;
739;107;1121;39;2;500000;0;;
740;107;1121;40;2;500000;0;;
741;107;1121;41;2;500000;0;;
742;107;1121;42;2;500000;0;;
743;107;474;7;2;500000;0;;
744;107;474;8;2;500000;0;;
745;107;474;13;2;500000;0;;
746;107;474;18;2;500000;0;;
747;107;474;21;2;500000;0;;
748;107;474;22;2;500000;0;;
749;107;474;23;2;500000;0;;
750;107;474;24;2;500000;0;;
751;107;474;26;2;500000;0;;
752;107;474;27;2;500000;0;;
753;107;474;30;2;500000;0;;
754;107;474;31;2;500000;0;;
755;107;474;32;2;500000;0;;
756;107;474;34;2;500000;0;;
757;107;474;40;2;500000;0;;
758;107;1583;37;4;500000;0;;
759;107;774;7;2;500000;0;;
760;107;774;8;2;500000;0;;
761;107;774;9;2;500000;0;;
762;107;774;13;2;500000;0;;
763;107;774;14;2;500000;0;;
764;107;774;15;2;500000;0;;
765;107;774;17;2;500000;0;;
766;107;774;18;2;500000;0;;
767;107;774;19;2;500000;0;;
768;107;774;20;2;500000;0;;
769;107;774;21;2;500000;0;;
770;107;774;22;2;500000;0;;
771;107;774;23;2;500000;0;;
772;107;774;24;2;500000;0;;
773;107;774;25;2;500000;0;;
774;107;774;26;2;500000;0;;
